global_multidim_rank,name,url,composite_value_index,popularity_score,maintenance_score,unity_integrity_score,code_scale_score,security_surface_score,project_relevance_score,noise_penalty_score,multidim_tier,priority_tier,final_score,stars,forks,age_since_push_days,pushed_at,open_issues,structure_status,is_standard_unity_project,is_active_2y,is_recent_1y,cs_file_count,scene_count,has_packages_manifest,size_kb,security_surface_total,surface_network,surface_file,surface_archive,surface_deser,surface_dynamic,surface_native,negative_noise_signal,positive_project_signal,negative_filter_hit,positive_project_hit,description,topics,language,license,selection_note,selection_reason
670,Torrunt/OpenAW3D,https://github.com/Torrunt/OpenAW3D,55.99,97.37,12,90,79.27,0,92,12,C_standard_popular_or_older,B_priority,64.66,112,33,2856,2018-10-02T16:24:02Z,0,standard_unity_project,TRUE,FALSE,FALSE,19,2,FALSE,7080,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,3D Advance Wars tribute game made with Unity.,"advance-wars, c-sharp, game, strategy, turn-based, unity, unity3d",C#,MIT,"composite=55.99; dimensions=pop:97.37,maint:12,unity:90,scale:79.27,surface:0,relevance:92,penalty:12; tier=C_standard_popular_or_older",112 stars; pushed 2856d ago; standard_unity_project; game/app keywords
671,llAlcatrazll/Numgebra,https://github.com/llAlcatrazll/Numgebra,55.98,23.76,48,100,100,4.4,86,0,A_active_standard_high_confidence,C_candidate,57.85,4,0,471,2025-04-13T12:49:41Z,0,standard_unity_project,TRUE,TRUE,FALSE,50,41,TRUE,728851,2,0,2,0,0,0,0,FALSE,TRUE,FALSE,TRUE,A simple education mobile game consisting of  a variety of gamemodes and 35 stages,"2d, android, ios, json, unity",C#,,"composite=55.98; dimensions=pop:23.76,maint:48,unity:100,scale:100,surface:4.4,relevance:86,penalty:0; tier=A_active_standard_high_confidence",4 stars; pushed 471d ago; standard_unity_project; game/app keywords; security-surface:file
672,purnima143/AR-Car,https://github.com/purnima143/AR-Car,55.94,49.81,12,100,100,24,86,12,E_low_priority_or_noisy,C_candidate,52.37,13,3,1811,2021-08-12T16:03:56Z,0,standard_unity_project,TRUE,FALSE,FALSE,82,16,TRUE,161244,10,1,3,0,0,6,0,FALSE,TRUE,FALSE,TRUE,AR Casca is an augmented reality android app which provide a highly realistic visualization of the luxury vehicle bringing the automotive showroom on a platter to the customer.,"augmented-reality, augmented-reality-applications, csharp, unity, vuforia, wit-ai",C#,,"composite=55.94; dimensions=pop:49.81,maint:12,unity:100,scale:100,surface:24.0,relevance:86,penalty:12; tier=E_low_priority_or_noisy","13 stars; pushed 1811d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic"
673,KamelMahjoub/Noxar,https://github.com/KamelMahjoub/Noxar,55.83,30.71,30,100,100,13.6,86,0,E_low_priority_or_noisy,B_priority,61.28,7,0,984,2023-11-17T02:15:29Z,0,standard_unity_project,TRUE,FALSE,FALSE,77,7,TRUE,11502,5,3,1,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"Noxar is a 2D mobile platformer with RPG elements where you take care of Noxar, a hero wielding swords and magic, as he investigates the criminal organization ""The Crimson Moon"". Made with Unity2D.","game, game-development, unity, unity2d",C#,,"composite=55.83; dimensions=pop:30.71,maint:30,unity:100,scale:100,surface:13.6,relevance:86,penalty:0; tier=E_low_priority_or_noisy","7 stars; pushed 984d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic"
674,BaM-Construct,https://github.com/digital-plusplus/BaM-Construct,55.82,0,12,100,87.04,100,50,12,E_low_priority_or_noisy,D_low,36.25,0,0,99999,2025-07-16T07:56:52Z,0,standard_unity_project,TRUE,FALSE,FALSE,165,9,TRUE,0,45,14,7,0,0,16,8,FALSE,FALSE,FALSE,FALSE,Unity OpenXR Multiplayer VR Project powered by AI,,C#,GPL-3.0,"composite=55.82; dimensions=pop:0,maint:12,unity:100,scale:87.04,surface:100,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,dynamic,native"
675,VR-Horror-Game,https://github.com/Qlevine20/VR-Horror-Game,55.82,0,12,90,82.48,88.6,86,12,E_low_priority_or_noisy,D_low,44.15,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,125,8,FALSE,0,43,32,3,0,0,1,7,FALSE,TRUE,FALSE,TRUE,,,,,"composite=55.82; dimensions=pop:0,maint:12,unity:90,scale:82.48,surface:88.6,relevance:86,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
676,cloudforVR_experiment,https://github.com/quentinPitalier/cloudforVR_experiment,55.74,0,12,90,72.31,100,78,12,E_low_priority_or_noisy,C_candidate,48.1,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,104,2,FALSE,0,122,100,1,0,0,4,17,FALSE,TRUE,FALSE,TRUE,,,,,"composite=55.74; dimensions=pop:0,maint:12,unity:90,scale:72.31,surface:100,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
677,Saarg_Dungeon-VR,https://github.com/Saarg/Dungeon-VR,55.74,0,12,90,100,82,78,12,E_low_priority_or_noisy,D_low,44.45,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,839,136,FALSE,0,49,40,4,0,1,4,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=55.74; dimensions=pop:0,maint:12,unity:90,scale:100,surface:82.0,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic"
678,alvarorichard/StarForce,https://github.com/alvarorichard/StarForce,55.7,39.99,30,100,100,4.6,86,0,E_low_priority_or_noisy,C_candidate,53.86,14,0,787,2024-06-01T01:06:37Z,0,standard_unity_project,TRUE,FALSE,FALSE,62,30,TRUE,14729,2,0,1,0,0,1,0,FALSE,TRUE,FALSE,TRUE,"starforce is a 2D spaceship game with a hero story, aimed at mobile devices. The game uses the Unity engine",,C#,MIT,"composite=55.7; dimensions=pop:39.99,maint:30,unity:100,scale:100,surface:4.6,relevance:86,penalty:0; tier=E_low_priority_or_noisy","14 stars; pushed 787d ago; standard_unity_project; game/app keywords; security-surface:file,dynamic"
679,comp159-fall17_final-project-prefabulous,https://github.com/comp159-fall17/final-project-prefabulous,55.7,0,12,90,100,100,50,12,E_low_priority_or_noisy,D_low,40.55,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,672,78,FALSE,0,131,40,8,0,0,4,79,FALSE,FALSE,FALSE,FALSE,,,,,"composite=55.7; dimensions=pop:0,maint:12,unity:90,scale:100,surface:100,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,dynamic,native"
680,danielcolinjames_Terminal,https://github.com/danielcolinjames/Terminal,55.7,0,12,90,100,100,50,12,E_low_priority_or_noisy,D_low,40.2,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,357,56,FALSE,0,124,40,8,0,0,2,74,FALSE,FALSE,FALSE,FALSE,,,,,"composite=55.7; dimensions=pop:0,maint:12,unity:90,scale:100,surface:100,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,dynamic,native"
681,pcriadoperez_readyPlayer2,https://github.com/pcriadoperez/readyPlayer2,55.7,0,12,90,100,100,50,12,E_low_priority_or_noisy,D_low,44,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,479,60,FALSE,0,164,72,9,0,2,15,66,FALSE,FALSE,FALSE,FALSE,,,,,"composite=55.7; dimensions=pop:0,maint:12,unity:90,scale:100,surface:100,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,deser,dynamic,native"
682,GOON,https://github.com/France30/GOON,55.69,0,12,100,86.08,100,50,12,E_low_priority_or_noisy,D_low,34.2,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,218,4,TRUE,0,44,17,2,0,0,25,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=55.69; dimensions=pop:0,maint:12,unity:100,scale:86.08,surface:100,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,dynamic"
683,HCMUS-Project-Org/Jurassic-Adventure-game,https://github.com/HCMUS-Project-Org/Jurassic-Adventure-game,55.66,46.24,12,100,100,25.8,86,12,E_low_priority_or_noisy,C_candidate,55.27,10,3,1169,2023-05-16T09:17:07Z,0,standard_unity_project,TRUE,FALSE,FALSE,71,13,TRUE,281912,9,7,0,0,0,2,0,FALSE,TRUE,FALSE,TRUE,Unity 2D Game - with Jurassic theme,"2d-game, game, hcmus, unity",C#,,"composite=55.66; dimensions=pop:46.24,maint:12,unity:100,scale:100,surface:25.8,relevance:86,penalty:12; tier=E_low_priority_or_noisy","10 stars; pushed 1169d ago; standard_unity_project; game/app keywords; security-surface:network,dynamic"
684,Taburetka-Squad/BroforceMobile,https://github.com/Taburetka-Squad/BroforceMobile,55.65,40.83,12,100,100,30.6,86,12,E_low_priority_or_noisy,C_candidate,48.27,10,1,1746,2021-10-16T13:04:14Z,0,standard_unity_project,TRUE,FALSE,FALSE,71,5,TRUE,2329,13,0,3,0,0,10,0,FALSE,TRUE,FALSE,TRUE,Broforce mobile game made with unity (:,"action, android, broforce, csharp, game, gamedev, mobile, platformer, shooter, unity",C#,GPL-3.0,"composite=55.65; dimensions=pop:40.83,maint:12,unity:100,scale:100,surface:30.6,relevance:86,penalty:12; tier=E_low_priority_or_noisy","10 stars; pushed 1746d ago; standard_unity_project; game/app keywords; security-surface:file,dynamic"
685,Mastergalen_Supermarket-Sim,https://github.com/Mastergalen/Supermarket-Sim,55.65,0,12,90,92.24,86.6,78,12,E_low_priority_or_noisy,C_candidate,45.65,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,184,16,FALSE,0,33,2,7,0,3,11,10,FALSE,TRUE,FALSE,TRUE,,,,,"composite=55.65; dimensions=pop:0,maint:12,unity:90,scale:92.24,surface:86.6,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic,native"
686,Study-1-VR-Horror-Video-Player,https://github.com/CBerger1997/Study-1-VR-Horror-Video-Player,55.58,0,12,100,100,72.2,78,12,E_low_priority_or_noisy,D_low,43.35,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,1001,76,TRUE,0,27,11,4,0,0,8,4,FALSE,TRUE,FALSE,TRUE,,,,,"composite=55.58; dimensions=pop:0,maint:12,unity:100,scale:100,surface:72.2,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
687,BRUS1NATOR/Unity2D-RogueLikeShooter,https://github.com/BRUS1NATOR/Unity2D-RogueLikeShooter,55.57,76.51,12,100,100,12.4,64,12,E_low_priority_or_noisy,C_candidate,53.27,43,13,2169,2020-08-19T10:50:32Z,0,standard_unity_project,TRUE,FALSE,FALSE,153,2,TRUE,116424,5,1,1,0,0,3,0,FALSE,FALSE,FALSE,FALSE,RogueLike shooter on Unity,"procedural-generation, unity, unity2d",C#,,"composite=55.57; dimensions=pop:76.51,maint:12,unity:100,scale:100,surface:12.4,relevance:64,penalty:12; tier=E_low_priority_or_noisy","43 stars; pushed 2169d ago; standard_unity_project; security-surface:network,file,dynamic"
688,rogerbarton_vr-modeling,https://github.com/rogerbarton/vr-modeling,55.56,0,12,100,57.09,100,78,12,E_low_priority_or_noisy,D_low,42.3,0,0,99999,2021-10-11T13:37:41Z,0,standard_unity_project,TRUE,FALSE,FALSE,42,1,TRUE,0,46,27,1,0,0,7,11,FALSE,TRUE,FALSE,TRUE,3D Modeling in Virtual Reality with libigl,"3d-modeling, cpp, csharp, libigl, unity, vr",C#,MIT,"composite=55.56; dimensions=pop:0,maint:12,unity:100,scale:57.09,surface:100,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
689,iambackit/COPS_AI,https://github.com/iambackit/COPS_AI,55.48,85.15,12,100,78.39,0,92,12,C_standard_popular_or_older,B_priority,61.56,78,13,2202,2020-07-17T06:28:11Z,0,standard_unity_project,TRUE,FALSE,FALSE,22,1,TRUE,14532,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Game in Unity with genetic algoritm and neural network,,C#,MIT,"composite=55.48; dimensions=pop:85.15,maint:12,unity:100,scale:78.39,surface:0,relevance:92,penalty:12; tier=C_standard_popular_or_older",78 stars; pushed 2202d ago; standard_unity_project; game/app keywords
690,MiroslavShard/chemistry-ar,https://github.com/MiroslavShard/chemistry-ar,55.45,66.96,30,100,61.86,0,92,0,E_low_priority_or_noisy,B_priority,62.53,30,7,1066,2023-08-27T18:29:18Z,0,standard_unity_project,TRUE,FALSE,FALSE,6,1,TRUE,90467,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,This is an AR app for my school project,"android, arcore, arkit, augmented-reality, chemistry, csharp, education, educational, educational-game, educational-project, ios, unity",C#,,"composite=55.45; dimensions=pop:66.96,maint:30,unity:100,scale:61.86,surface:0,relevance:92,penalty:0; tier=E_low_priority_or_noisy",30 stars; pushed 1066d ago; standard_unity_project; game/app keywords
691,beytularedzheb/Ninja_2D_PlatformerGame_Unity_v5,https://github.com/beytularedzheb/Ninja_2D_PlatformerGame_Unity_v5,55.43,29.18,68,90,81.21,0,86,0,A_active_standard_high_confidence,B_priority,60.71,4,1,248,2025-11-22T16:27:12Z,0,standard_unity_project,TRUE,TRUE,TRUE,22,2,FALSE,72484,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,"This is a 2D platformer game, which is developing with Unity3D 5.3.4f1 and Visual Studio 2015. It will have versions for Windows (desktop game), Android and iOS.",,C#,,"composite=55.43; dimensions=pop:29.18,maint:68,unity:90,scale:81.21,surface:0,relevance:86,penalty:0; tier=A_active_standard_high_confidence",4 stars; pushed 248d ago; standard_unity_project; game/app keywords
692,EscapeFromHell,https://github.com/Bloxodav/EscapeFromHell,55.43,0,12,100,84.09,100,50,12,E_low_priority_or_noisy,D_low,39.5,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,244,2,TRUE,0,70,8,14,0,3,29,16,FALSE,FALSE,FALSE,FALSE,,,,,"composite=55.43; dimensions=pop:0,maint:12,unity:100,scale:84.09,surface:100,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,deser,dynamic,native"
693,suryanshsingh2001/ZombaLand,https://github.com/suryanshsingh2001/ZombaLand,55.27,42.74,30,100,100,0,86,0,E_low_priority_or_noisy,C_candidate,59.56,6,5,1061,2023-09-01T14:29:24Z,0,standard_unity_project,TRUE,FALSE,FALSE,101,8,TRUE,493048,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Embark on a Thrilling Zombie Survival Adventure! ???♂??? Welcome to ZombaLand: An Adrenaline-Pumping Unity FPS Zombie Escape Game. Can You Outlast the Undead Horde and Chart Your Path to Safety? Join the Action Now! ????,"csharp, fps-shooter, game-development, unity, unity-3d, unity3d-games, zombie-survival-shooter",C#,,"composite=55.27; dimensions=pop:42.74,maint:30,unity:100,scale:100,surface:0,relevance:86,penalty:0; tier=E_low_priority_or_noisy",6 stars; pushed 1061d ago; standard_unity_project; game/app keywords
694,Svartskogen/Artifact,https://github.com/Svartskogen/Artifact,55.26,65.46,12,100,91.69,8,92,12,E_low_priority_or_noisy,C_candidate,54.23,27,7,1939,2021-04-06T22:56:56Z,0,standard_unity_project,TRUE,FALSE,FALSE,31,6,TRUE,11458,3,0,0,0,0,1,2,FALSE,TRUE,FALSE,TRUE,2D game focused in resource and time management,"game, game-2d, game-development, gamejam, unity, unity-game, unity2d-game, unity3d, unity3d-game",C#,MIT,"composite=55.26; dimensions=pop:65.46,maint:12,unity:100,scale:91.69,surface:8.0,relevance:92,penalty:12; tier=E_low_priority_or_noisy","27 stars; pushed 1939d ago; standard_unity_project; game/app keywords; security-surface:dynamic,native"
695,csc631-vr-tai-chi,https://github.com/sohe1l/csc631-vr-tai-chi,55.22,0,12,100,100,70.4,78,12,E_low_priority_or_noisy,D_low,41.6,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,531,89,TRUE,0,32,28,0,0,0,2,2,FALSE,TRUE,FALSE,TRUE,,,,,"composite=55.22; dimensions=pop:0,maint:12,unity:100,scale:100,surface:70.4,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,dynamic,native"
696,TryNotDie,https://github.com/ShinjiMC/TryNotDie,55.21,0,12,100,87.64,96.6,50,12,E_low_priority_or_noisy,D_low,31.8,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,151,12,TRUE,0,36,17,0,0,0,19,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=55.21; dimensions=pop:0,maint:12,unity:100,scale:87.64,surface:96.6,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,dynamic"
697,h8man/TurboTrack2D,https://github.com/h8man/TurboTrack2D,55.2,89.7,12,100,69.92,0,92,12,C_standard_popular_or_older,C_candidate,54.7,88,19,1815,2021-08-08T10:41:21Z,0,standard_unity_project,TRUE,FALSE,FALSE,13,1,TRUE,696,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Prototype of 2D arcade style racing game,"2d, arcade, outrun, prototype, pseudo3d, racing, unity",C#,MIT,"composite=55.2; dimensions=pop:89.7,maint:12,unity:100,scale:69.92,surface:0,relevance:92,penalty:12; tier=C_standard_popular_or_older",88 stars; pushed 1815d ago; standard_unity_project; game/app keywords
698,AR-Hand-Tracker,https://github.com/rs0125/AR-Hand-Tracker,55.14,0,12,100,53.82,100,78,12,E_low_priority_or_noisy,C_candidate,46.65,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,33,1,TRUE,0,93,9,1,0,5,2,76,FALSE,TRUE,FALSE,TRUE,,,,,"composite=55.14; dimensions=pop:0,maint:12,unity:100,scale:53.82,surface:100,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic,native"
699,ayangk1/MOCM,https://github.com/ayangk1/MOCM,55.08,39.68,30,100,84.9,11.6,86,0,E_low_priority_or_noisy,C_candidate,51.34,12,0,762,2024-06-26T07:06:47Z,1,standard_unity_project,TRUE,FALSE,FALSE,29,2,TRUE,133650,4,2,0,0,0,0,2,FALSE,TRUE,FALSE,TRUE,基于 unity3D 技术的中医药展馆的交互展示设计与实现，以中医药为研究对象，从游览者的角度出发，采用 VR 的游玩方法，用在线游览中 医药展馆的方式宣传中医药传统文化，负责整个项目的策划、程序开发、集成工作、通过这个项目了解 unity 软件开发的整 体流程与协同开发时遇到的版本控制问题。,,C#,,"composite=55.08; dimensions=pop:39.68,maint:30,unity:100,scale:84.9,surface:11.6,relevance:86,penalty:0; tier=E_low_priority_or_noisy","12 stars; pushed 762d ago; standard_unity_project; game/app keywords; security-surface:network,native"
700,alexnaraghi_clash-of-clones,https://github.com/alexnaraghi/clash-of-clones,55.06,0,12,90,100,78.6,78,12,E_low_priority_or_noisy,D_low,43.55,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,423,57,FALSE,0,31,2,5,0,0,14,10,FALSE,TRUE,FALSE,TRUE,,,,,"composite=55.06; dimensions=pop:0,maint:12,unity:90,scale:100,surface:78.6,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
701,LostTrainDude/zfrag,https://github.com/LostTrainDude/zfrag,55.04,82.39,12,100,66.82,7.8,92,12,C_standard_popular_or_older,B_priority,65.48,112,4,1837,2021-07-17T14:26:13Z,0,standard_unity_project,TRUE,FALSE,FALSE,9,1,TRUE,3477,3,1,0,0,0,2,0,FALSE,TRUE,FALSE,TRUE,"Zen Game in which you can manually defrag a virtual Hard Disk, Made with Unity.","2d, defrag, gamedev, unity",C#,,"composite=55.04; dimensions=pop:82.39,maint:12,unity:100,scale:66.82,surface:7.8,relevance:92,penalty:12; tier=C_standard_popular_or_older","112 stars; pushed 1837d ago; standard_unity_project; game/app keywords; security-surface:network,dynamic"
702,VR_simulation,https://github.com/OmkarPatil801/VR_simulation,54.98,0,12,100,52.59,100,78,12,E_low_priority_or_noisy,D_low,42.95,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,21,3,TRUE,0,99,7,12,0,0,26,54,FALSE,TRUE,FALSE,TRUE,,,,,"composite=54.98; dimensions=pop:0,maint:12,unity:100,scale:52.59,surface:100,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
703,enes-telli/Silly-Race-Replica,https://github.com/enes-telli/Silly-Race-Replica,54.96,78.21,12,100,80.62,2.2,92,12,E_low_priority_or_noisy,B_priority,61.49,45,15,1736,2021-10-26T17:59:09Z,0,standard_unity_project,TRUE,FALSE,FALSE,26,1,TRUE,51758,1,0,1,0,0,0,0,FALSE,TRUE,FALSE,TRUE,It is a project where a copy of the hyper-casual style game called Silly Race is prepared individually. The aim of the game is to avoid obstacles on the platform and reach the finish line before artificial intelligence.,"csharp, game, game-development, hyper-casual, hyper-casual-game, hypercasual, navmesh, navmeshagent, runner-game, unity, unity-3d, unity3d, unity3d-games",C#,,"composite=54.96; dimensions=pop:78.21,maint:12,unity:100,scale:80.62,surface:2.2,relevance:92,penalty:12; tier=E_low_priority_or_noisy",45 stars; pushed 1736d ago; standard_unity_project; game/app keywords; security-surface:file
704,elifyener/TheLostForest,https://github.com/elifyener/TheLostForest,54.93,79.44,12,100,82.1,0,92,12,E_low_priority_or_noisy,C_candidate,51.81,49,15,1617,2022-02-22T20:11:53Z,0,standard_unity_project,TRUE,FALSE,FALSE,18,4,TRUE,244007,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,The Lost Forest is an open-source 2D platform game developed with Unity2D. Our character aims to reach the end of the game by collecting the carrots in the chests.,"2d, 2d-platformer-game, unity, unity2d",C#,MIT,"composite=54.93; dimensions=pop:79.44,maint:12,unity:100,scale:82.1,surface:0,relevance:92,penalty:12; tier=E_low_priority_or_noisy",49 stars; pushed 1617d ago; standard_unity_project; game/app keywords
705,wookieJ/gwent-card-game,https://github.com/wookieJ/gwent-card-game,54.91,87.59,12,90,75.28,6,92,12,C_standard_popular_or_older,B_priority,63.24,67,15,1530,2022-05-20T07:16:23Z,3,standard_unity_project,TRUE,FALSE,FALSE,12,3,FALSE,42450,2,2,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,"Card game, written in Unity","android-game, c-sharp, card-game, game, gwent-cards, unity",C#,,"composite=54.91; dimensions=pop:87.59,maint:12,unity:90,scale:75.28,surface:6.0,relevance:92,penalty:12; tier=C_standard_popular_or_older",67 stars; pushed 1530d ago; standard_unity_project; game/app keywords; security-surface:network
706,ahmetyagiz/Unity-Aim-Project,https://github.com/ahmetyagiz/Unity-Aim-Project,54.89,65.98,12,100,68.14,21,92,12,E_low_priority_or_noisy,C_candidate,50.59,28,7,1711,2021-11-20T14:50:50Z,0,standard_unity_project,TRUE,FALSE,FALSE,10,1,TRUE,1491,7,7,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Unity 3D Shooter Project Game. This is a 3D hyper-casual shooter game. We must hit enough columns to win.,"aimgame, game, hypercasual, prototype, shooter, shooter-game, unity, unity-project, unity3d, unity3d-game, unity3d-game-prototype",C#,,"composite=54.89; dimensions=pop:65.98,maint:12,unity:100,scale:68.14,surface:21.0,relevance:92,penalty:12; tier=E_low_priority_or_noisy",28 stars; pushed 1711d ago; standard_unity_project; game/app keywords; security-surface:network
707,Carapacik/MathPiratesAR,https://github.com/Carapacik/MathPiratesAR,54.86,30.71,48,100,80.55,5.2,86,0,A_active_standard_high_confidence,B_priority,63.13,7,0,706,2024-08-21T12:45:17Z,0,standard_unity_project,TRUE,TRUE,FALSE,18,3,TRUE,51359,2,1,1,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Hyper-casual AR game,"ar, augmented-reality, game, hyper-casual-game, hypercasual, unity, vuforia",C#,MIT,"composite=54.86; dimensions=pop:30.71,maint:48,unity:100,scale:80.55,surface:5.2,relevance:86,penalty:0; tier=A_active_standard_high_confidence","7 stars; pushed 706d ago; standard_unity_project; game/app keywords; security-surface:network,file"
708,vr-app-handtracking,https://github.com/GiovannyJTT/vr-app-handtracking,54.85,0,12,90,81.18,89.8,78,12,E_low_priority_or_noisy,D_low,41.7,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,91,13,FALSE,0,34,23,1,0,0,1,9,FALSE,TRUE,FALSE,TRUE,,,,,"composite=54.85; dimensions=pop:0,maint:12,unity:90,scale:81.18,surface:89.8,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
709,liggiorgio/ar-tower-defence,https://github.com/liggiorgio/ar-tower-defence,54.83,41.03,30,100,98.98,0,86,0,E_low_priority_or_noisy,C_candidate,57.45,8,2,790,2024-05-29T22:23:42Z,0,standard_unity_project,TRUE,FALSE,FALSE,63,4,TRUE,208945,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,An augmented-reality tower defence mobile game made with Unity.,"android, ar-foundation, augmented-reality, game, unity3d",C#,,"composite=54.83; dimensions=pop:41.03,maint:30,unity:100,scale:98.98,surface:0,relevance:86,penalty:0; tier=E_low_priority_or_noisy",8 stars; pushed 790d ago; standard_unity_project; game/app keywords
710,Basketball,https://github.com/mthomas1202/Basketball,54.8,0,12,100,79.21,100,50,12,E_low_priority_or_noisy,D_low,41.4,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,121,5,TRUE,0,148,121,2,0,0,6,19,FALSE,FALSE,FALSE,FALSE,,,,,"composite=54.8; dimensions=pop:0,maint:12,unity:100,scale:79.21,surface:100,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,dynamic,native"
711,ACAB-MultiUser,https://github.com/Rikiflame01/ACAB-MultiUser,54.79,0,12,100,88.11,94.2,50,12,E_low_priority_or_noisy,D_low,36.35,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,188,8,TRUE,0,47,13,2,0,0,31,1,FALSE,FALSE,FALSE,FALSE,,,,,"composite=54.79; dimensions=pop:0,maint:12,unity:100,scale:88.11,surface:94.2,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,dynamic,native"
712,PfeifferMicha_imhotep,https://github.com/PfeifferMicha/imhotep,54.76,0,12,90,92.76,100,50,12,E_low_priority_or_noisy,D_low,36.2,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,279,7,FALSE,0,44,3,16,0,0,12,13,FALSE,FALSE,FALSE,FALSE,,,,,"composite=54.76; dimensions=pop:0,maint:12,unity:90,scale:92.76,surface:100,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,dynamic,native"
713,Saticmotion_Vivista,https://github.com/Saticmotion/Vivista,54.71,0,12,100,78.51,100,50,12,E_low_priority_or_noisy,D_low,39.2,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,141,3,TRUE,0,64,20,28,3,0,11,2,FALSE,FALSE,FALSE,FALSE,,,,,"composite=54.71; dimensions=pop:0,maint:12,unity:100,scale:78.51,surface:100,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,file,archive,dynamic,native"
