global_multidim_rank,name,url,composite_value_index,popularity_score,maintenance_score,unity_integrity_score,code_scale_score,security_surface_score,project_relevance_score,noise_penalty_score,multidim_tier,priority_tier,final_score,stars,forks,age_since_push_days,pushed_at,open_issues,structure_status,is_standard_unity_project,is_active_2y,is_recent_1y,cs_file_count,scene_count,has_packages_manifest,size_kb,security_surface_total,surface_network,surface_file,surface_archive,surface_deser,surface_dynamic,surface_native,negative_noise_signal,positive_project_signal,negative_filter_hit,positive_project_hit,description,topics,language,license,selection_note,selection_reason
1245,redblame315/unity-survival-shooter,https://github.com/redblame315/unity-survival-shooter,32.55,38.97,12,48,50.08,10.4,86,28,E_low_priority_or_noisy,C_candidate,45.66,13,0,1394,2022-10-03T03:36:50Z,0,weak_unity_structure,FALSE,FALSE,FALSE,2,1,FALSE,73684,4,1,1,0,0,1,1,FALSE,TRUE,FALSE,TRUE,An isometric 3D survival shooter game.,,C#,,"composite=32.55; dimensions=pop:38.97,maint:12,unity:48,scale:50.08,surface:10.4,relevance:86,penalty:28; tier=E_low_priority_or_noisy","13 stars; pushed 1394d ago; weak_unity_structure; game/app keywords; security-surface:network,file,dynamic,native"
1246,RollABubble,https://github.com/rebas777/RollABubble,32.51,0,12,90,75.49,0,50,12,E_low_priority_or_noisy,D_low,24,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,65,11,FALSE,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=32.51; dimensions=pop:0,maint:12,unity:90,scale:75.49,surface:0,relevance:50,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project
1247,Oculus-Shooter-Unity,https://github.com/NextTechLabAP/Oculus-Shooter-Unity,32.5,0,12,100,46.45,4.6,58,12,E_low_priority_or_noisy,D_low,26.1,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,9,7,TRUE,0,2,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=32.5; dimensions=pop:0,maint:12,unity:100,scale:46.45,surface:4.6,relevance:58,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:file,dynamic"
1248,coderespawn/dungeon-architect-quick-start-unity,https://github.com/coderespawn/dungeon-architect-quick-start-unity,32.38,67.78,48,10,30,0,92,34,E_low_priority_or_noisy,C_candidate,47.93,26,7,606,2024-11-29T00:34:52Z,2,missing_assets_or_projectsettings,FALSE,TRUE,FALSE,0,0,FALSE,137675,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,C#,,"composite=32.38; dimensions=pop:67.78,maint:48,unity:10,scale:30.0,surface:0,relevance:92,penalty:34; tier=E_low_priority_or_noisy",26 stars; pushed 606d ago; missing_assets_or_projectsettings; game/app keywords
1249,StephenSouth13/Pixel-Adventure-Unity,https://github.com/StephenSouth13/Pixel-Adventure-Unity,32.34,37.87,82,10,30,0,86,34,E_low_priority_or_noisy,C_candidate,52.14,12,0,96,2026-04-23T02:30:21Z,0,missing_assets_or_projectsettings,FALSE,TRUE,TRUE,0,0,FALSE,208954,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,2D Game Engine - Unity game,"2d, unity, visual-studio-code",C#,NOASSERTION,"composite=32.34; dimensions=pop:37.87,maint:82,unity:10,scale:30.0,surface:0,relevance:86,penalty:34; tier=E_low_priority_or_noisy",12 stars; pushed 96d ago; missing_assets_or_projectsettings; game/app keywords
1250,Amey-Thakur/AR-STACK-GAME,https://github.com/Amey-Thakur/AR-STACK-GAME,32.34,37.87,82,10,30,0,86,34,E_low_priority_or_noisy,C_candidate,52.14,12,0,158,2026-02-20T21:10:42Z,0,missing_assets_or_projectsettings,FALSE,TRUE,TRUE,0,0,FALSE,25686,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,"An augmented reality stack-builder game for Android developed using Google's ARCore, Unity, and C#.","amey, ameythakur, android, androidapp, apk, arcore, arcore-android, arcore-unity, augmented-reality, computer-engineering, computer-graphics, computer-graphics-project, computer-science, csharp, engineering, game, project, unity, unity3d, virtual-reality",C#,MIT,"composite=32.34; dimensions=pop:37.87,maint:82,unity:10,scale:30.0,surface:0,relevance:86,penalty:34; tier=E_low_priority_or_noisy",12 stars; pushed 158d ago; missing_assets_or_projectsettings; game/app keywords
1251,dooly123_Basis,https://github.com/dooly123/Basis,32.26,0,12,48,0,100,50,28,E_low_priority_or_noisy,D_low,26.7,0,0,99999,,0,weak_unity_structure,FALSE,FALSE,FALSE,0,0,TRUE,0,94,6,12,0,5,41,30,FALSE,FALSE,FALSE,FALSE,,,,,"composite=32.26; dimensions=pop:0,maint:12,unity:48,scale:0,surface:100,relevance:50,penalty:28; tier=E_low_priority_or_noisy","weak_unity_structure; security-surface:network,file,deser,dynamic,native"
1252,HoloLabInc/ARCameraComposition-Unity,https://github.com/HoloLabInc/ARCameraComposition-Unity,32.08,32.44,30,48,30,0,86,16,E_low_priority_or_noisy,D_low,43.54,8,0,818,2024-05-01T00:57:23Z,0,weak_unity_structure,FALSE,FALSE,FALSE,0,0,TRUE,3371,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Module for ARFoundation that enables compositing of AR content and camera image with adjustable transparency.,,C#,MIT,"composite=32.08; dimensions=pop:32.44,maint:30,unity:48,scale:30.0,surface:0,relevance:86,penalty:16; tier=E_low_priority_or_noisy",8 stars; pushed 818d ago; weak_unity_structure; game/app keywords
1253,Coral-iMD-VR,https://github.com/yutakasi634/Coral-iMD-VR,32.08,0,12,90,44.19,0,78,12,E_low_priority_or_noisy,D_low,30,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,16,1,FALSE,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=32.08; dimensions=pop:0,maint:12,unity:90,scale:44.19,surface:0,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords
1254,RosoVRgarden_OpenXR,https://github.com/Ongyi0310/RosoVRgarden_OpenXR,32,0,12,100,29.72,0,78,12,E_low_priority_or_noisy,D_low,30,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,5,1,TRUE,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=32.0; dimensions=pop:0,maint:12,unity:100,scale:29.72,surface:0,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords
1255,charlie2099/Director-Ai-For-Survival-and-Shooter-Games,https://github.com/charlie2099/Director-Ai-For-Survival-and-Shooter-Games,31.96,65.46,48,10,30,0,92,34,E_low_priority_or_noisy,C_candidate,46,27,3,669,2024-09-27T18:17:18Z,7,metadata_screened_not_downloaded,FALSE,TRUE,FALSE,0,0,FALSE,13211,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,A rule-based ai system inspired by Left 4 Dead's Ai Director. Manages the intensity of gameplay and allows designers to define their own rules for shooter and survival games in Unity.,"ai-director, dynamic-difficulty-adjustment, game-ai, rule-based-agent, rules-pattern",C#,,"composite=31.96; dimensions=pop:65.46,maint:48,unity:10,scale:30.0,surface:0,relevance:92,penalty:34; tier=E_low_priority_or_noisy",27 stars; pushed 669d ago; metadata_screened_not_downloaded; game/app keywords
1256,Try-Catch-Throw,https://github.com/Ynng/Try-Catch-Throw,31.89,0,12,100,48.55,5.4,50,12,E_low_priority_or_noisy,D_low,26.1,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,18,2,TRUE,0,2,1,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=31.89; dimensions=pop:0,maint:12,unity:100,scale:48.55,surface:5.4,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:network,dynamic"
1257,AsteroidsVR,https://github.com/evanfletcher42/AsteroidsVR,31.88,0,12,90,33.72,5.8,78,12,E_low_priority_or_noisy,D_low,34.1,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,7,1,FALSE,0,2,1,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,,,,,"composite=31.88; dimensions=pop:0,maint:12,unity:90,scale:33.72,surface:5.8,relevance:78,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; security-surface:network,native"
1258,immersivecognition_unity-experiment-framework,https://github.com/immersivecognition/unity-experiment-framework,31.73,0,12,90,52.54,62,20,47,E_low_priority_or_noisy,reject_noise,13.2,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,30,1,FALSE,0,24,4,6,0,2,10,2,TRUE,FALSE,TRUE,FALSE,,,,,"composite=31.73; dimensions=pop:0,maint:12,unity:90,scale:52.54,surface:62.0,relevance:20,penalty:47; tier=E_low_priority_or_noisy","standard_unity_project; negative keyword penalty; security-surface:network,file,deser,dynamic,native"
1259,brady-ab/Zigzag,https://github.com/brady-ab/Zigzag,31.71,28.73,12,58,60,0,86,28,E_low_priority_or_noisy,D_low,37.89,6,0,1289,2023-01-16T22:33:32Z,0,weak_unity_structure,FALSE,FALSE,FALSE,4,2,TRUE,70795,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Developed using Raja Biswas and Charger Games Unity Android Game Development : Build 7 2D & 3D Games,,C#,,"composite=31.71; dimensions=pop:28.73,maint:12,unity:58,scale:60.0,surface:0,relevance:86,penalty:28; tier=E_low_priority_or_noisy",6 stars; pushed 1289d ago; weak_unity_structure; game/app keywords
1260,imadeddinedjekoune/Hand-Detection-3D,https://github.com/imadeddinedjekoune/Hand-Detection-3D,31.43,80.48,30,10,30,0,92,34,E_low_priority_or_noisy,D_low,42.39,52,12,1037,2023-09-25T21:13:04Z,1,missing_assets_or_projectsettings,FALSE,FALSE,FALSE,0,0,FALSE,54465,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,"This project merges computer vision with 3D modeling to create a lifelike virtual hand in Unity. Hand movements are tracked using OpenCV, enabling real-time interaction and applications in virtual reality, gaming, and simulations.","artificial-intelligence, handtracking, image-processing, opencv, unity",C#,,"composite=31.43; dimensions=pop:80.48,maint:30,unity:10,scale:30.0,surface:0,relevance:92,penalty:34; tier=E_low_priority_or_noisy",52 stars; pushed 1037d ago; missing_assets_or_projectsettings; game/app keywords
1261,Szakdoga,https://github.com/KihiraLove/Szakdoga,31.42,0,12,100,46.45,4.4,50,12,E_low_priority_or_noisy,D_low,24.1,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,19,1,TRUE,0,2,0,2,0,0,0,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=31.42; dimensions=pop:0,maint:12,unity:100,scale:46.45,surface:4.4,relevance:50,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; security-surface:file
1262,sja-thedude/Unity-Video-Games,https://github.com/sja-thedude/Unity-Video-Games,31.39,62.3,48,10,30,0,92,34,E_low_priority_or_noisy,C_candidate,47.47,28,4,444,2025-05-10T23:08:11Z,0,metadata_screened_not_downloaded,FALSE,TRUE,FALSE,0,0,FALSE,873502,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,"This repo contains some different Video game projects which is build using unity like 3D Endless Runner Game, Driving & Racing Game, 3rd Person Platform Game, 3D FPS Game, Atiana, Fabulous Shooter, Furious racer and Superb Performer.","csharp, game, game-development, unity, unity3d, video-game",C#,,"composite=31.39; dimensions=pop:62.3,maint:48,unity:10,scale:30.0,surface:0,relevance:92,penalty:34; tier=E_low_priority_or_noisy",28 stars; pushed 444d ago; metadata_screened_not_downloaded; game/app keywords
1263,theosorus/Argus,https://github.com/theosorus/Argus,31.38,46.58,68,10,30,0,86,34,E_low_priority_or_noisy,C_candidate,48.8,9,4,235,2025-12-05T13:58:50Z,0,missing_assets_or_projectsettings,FALSE,TRUE,TRUE,0,0,FALSE,79867,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Unity simulation in which we simulate a self-guided missile using computer vision with a YOLOv8 model,"computer-vision, missile-guidance, simulation, unity3d, yolov8",C#,,"composite=31.38; dimensions=pop:46.58,maint:68,unity:10,scale:30.0,surface:0,relevance:86,penalty:34; tier=E_low_priority_or_noisy",9 stars; pushed 235d ago; missing_assets_or_projectsettings; game/app keywords
1264,viti04ek/LineRunner,https://github.com/viti04ek/LineRunner,31.35,28.73,12,58,57.18,0,86,28,E_low_priority_or_noisy,D_low,38.34,6,0,1163,2023-05-22T22:23:01Z,0,weak_unity_structure,FALSE,FALSE,FALSE,4,1,TRUE,496784,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,2D Android game on Unity,,C#,,"composite=31.35; dimensions=pop:28.73,maint:12,unity:58,scale:57.18,surface:0,relevance:86,penalty:28; tier=E_low_priority_or_noisy",6 stars; pushed 1163d ago; weak_unity_structure; game/app keywords
1265,AbstractInvadersVR,https://github.com/guneyozsan/AbstractInvadersVR,31.3,0,12,90,38.17,0,78,12,E_low_priority_or_noisy,D_low,30,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,8,2,FALSE,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=31.3; dimensions=pop:0,maint:12,unity:90,scale:38.17,surface:0,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords
1266,Develop-a-Multi-Platform-2D-game-using-Unity,https://github.com/The-Assembly/Develop-a-Multi-Platform-2D-game-using-Unity,31.24,0,12,90,29.72,0,86,12,E_low_priority_or_noisy,D_low,30,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,5,1,FALSE,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=31.24; dimensions=pop:0,maint:12,unity:90,scale:29.72,surface:0,relevance:86,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords
1267,jimthejelly/fullerene,https://github.com/jimthejelly/fullerene,31.19,31.53,82,10,30,0,86,34,E_low_priority_or_noisy,C_candidate,48.78,5,0,91,2026-04-28T21:34:47Z,6,not_downloaded,FALSE,TRUE,TRUE,0,0,FALSE,12564,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,A reconstruction of chemistry molecules in a 3D space.,"360-view, 3d, chemistry, science, unity, vr",C#,MIT,"composite=31.19; dimensions=pop:31.53,maint:82,unity:10,scale:30.0,surface:0,relevance:86,penalty:34; tier=E_low_priority_or_noisy",5 stars; pushed 91d ago; not_downloaded; game/app keywords
1268,Endless-Runner,https://github.com/partha00007/Endless-Runner,31.15,0,12,100,51.13,0,50,12,E_low_priority_or_noisy,D_low,22,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,13,7,TRUE,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=31.15; dimensions=pop:0,maint:12,unity:100,scale:51.13,surface:0,relevance:50,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project
1269,acdamiani/schema,https://github.com/acdamiani/schema,31.02,78.25,30,10,30,0,92,34,E_low_priority_or_noisy,D_low,44.52,54,5,816,2024-05-03T15:46:18Z,6,missing_assets_or_projectsettings,FALSE,FALSE,FALSE,0,0,FALSE,75110,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Visual intelligence for the Unity game engine,"3d, ai, schema, unity",C#,MIT,"composite=31.02; dimensions=pop:78.25,maint:30,unity:10,scale:30.0,surface:0,relevance:92,penalty:34; tier=E_low_priority_or_noisy",54 stars; pushed 816d ago; missing_assets_or_projectsettings; game/app keywords
1270,BigfootXR,https://github.com/Vytek/BigfootXR,30.96,0,12,90,31.86,2.4,78,12,E_low_priority_or_noisy,D_low,32.05,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,6,1,FALSE,0,1,0,0,0,0,1,0,FALSE,TRUE,FALSE,TRUE,,,,,"composite=30.96; dimensions=pop:0,maint:12,unity:90,scale:31.86,surface:2.4,relevance:78,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords; security-surface:dynamic
1271,VR-Cooking-Demo,https://github.com/dimitrivlachos/VR-Cooking-Demo,30.95,0,12,100,68.08,26,40,47,E_low_priority_or_noisy,reject_noise,16.5,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,59,4,TRUE,0,10,4,2,0,0,4,0,TRUE,TRUE,TRUE,TRUE,,,,,"composite=30.95; dimensions=pop:0,maint:12,unity:100,scale:68.08,surface:26.0,relevance:40,penalty:47; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; negative keyword penalty; security-surface:network,file,dynamic"
1272,llyy12333/UnityRpgGame,https://github.com/llyy12333/UnityRpgGame,30.92,88.09,82,10,30,0,54,69,E_low_priority_or_noisy,reject_noise,43.33,76,16,176,2026-02-02T08:07:35Z,1,metadata_screened_not_downloaded,FALSE,TRUE,TRUE,0,0,FALSE,58404,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,个人RPGGAME，麻雀虽小五脏俱全，如果想学习此类游戏做法可以下载看一下源码,"csharp, fsm, qframework, rpggame, unity",C#,NOASSERTION,"composite=30.92; dimensions=pop:88.09,maint:82,unity:10,scale:30.0,surface:0,relevance:54,penalty:69; tier=E_low_priority_or_noisy",76 stars; pushed 176d ago; metadata_screened_not_downloaded; game/app keywords; negative keyword penalty
1273,Cubyrinth,https://github.com/tentacode/Cubyrinth,30.89,0,12,90,53.8,6,50,12,E_low_priority_or_noisy,D_low,24.1,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,23,3,FALSE,0,2,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=30.89; dimensions=pop:0,maint:12,unity:90,scale:53.8,surface:6.0,relevance:50,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project; security-surface:network
1274,MagicLeapXRKeyboard,https://github.com/magicleap/MagicLeapXRKeyboard,30.69,0,12,58,4.82,61.8,78,28,E_low_priority_or_noisy,D_low,29.3,0,0,99999,2025-02-06T20:53:49Z,0,weak_unity_structure,FALSE,FALSE,FALSE,0,1,TRUE,0,26,1,8,0,0,16,1,FALSE,TRUE,FALSE,TRUE,A keyboard that can be used in any project that supports Unity's XR Interaction Toolkit.,,C#,NOASSERTION,"composite=30.69; dimensions=pop:0,maint:12,unity:58,scale:4.82,surface:61.8,relevance:78,penalty:28; tier=E_low_priority_or_noisy","weak_unity_structure; game/app keywords; security-surface:network,file,dynamic,native"
1275,angelsalascalvo/pathfinding-2dplatformer,https://github.com/angelsalascalvo/pathfinding-2dplatformer,30.64,40.83,12,58,35,0,86,28,E_low_priority_or_noisy,D_low,31.62,10,1,1834,2021-07-20T00:16:42Z,0,weak_unity_structure,FALSE,FALSE,FALSE,2,1,TRUE,30,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Basic pathfinding system on a 2D platform map with one way collision. Unity 2D,"pathfinding, platform-game, unity2d",C#,,"composite=30.64; dimensions=pop:40.83,maint:12,unity:58,scale:35.0,surface:0,relevance:86,penalty:28; tier=E_low_priority_or_noisy",10 stars; pushed 1834d ago; weak_unity_structure; game/app keywords
1276,Unity-VRTemplate1-KUIL,https://github.com/MattBoard/Unity-VRTemplate1-KUIL,30.53,0,12,100,78.66,11.8,48,47,E_low_priority_or_noisy,reject_noise,14.25,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,49,32,TRUE,0,5,0,1,0,0,4,0,TRUE,TRUE,TRUE,TRUE,,,,,"composite=30.53; dimensions=pop:0,maint:12,unity:100,scale:78.66,surface:11.8,relevance:48,penalty:47; tier=E_low_priority_or_noisy","standard_unity_project; game/app keywords; negative keyword penalty; security-surface:file,dynamic"
1277,VRoomEditor,https://github.com/Snowapril/VRoomEditor,30.5,0,12,100,100,3,40,47,E_low_priority_or_noisy,reject_noise,14.05,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,502,44,TRUE,0,1,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,,,,,"composite=30.5; dimensions=pop:0,maint:12,unity:100,scale:100,surface:3.0,relevance:40,penalty:47; tier=E_low_priority_or_noisy",standard_unity_project; game/app keywords; negative keyword penalty; security-surface:network
1278,michelbr84/SudokuChallenge,https://github.com/michelbr84/SudokuChallenge,30.39,41.03,68,10,30,0,86,34,E_low_priority_or_noisy,C_candidate,47.45,8,2,345,2025-08-17T14:42:11Z,0,not_downloaded,FALSE,TRUE,TRUE,0,0,FALSE,3225,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,"A Unity-based Sudoku puzzle game that features dynamic grid generation, multiple difficulty levels, live timing, and interactive UI elements. Sudoku Challenge offers a challenging and engaging experience for players of all skill levels. Enjoy solving unique puzzles with a clean, modern interface and help us improve by contributing ideas and fixes!","backtracking, csharp, full-game, fullgame, game-development, procedural-generation, puzzle-game, sudoku, unity",,,"composite=30.39; dimensions=pop:41.03,maint:68,unity:10,scale:30.0,surface:0,relevance:86,penalty:34; tier=E_low_priority_or_noisy",8 stars; pushed 345d ago; not_downloaded; game/app keywords
1279,dotpool-unity,https://github.com/dotClique/dotpool-unity,30.31,0,12,100,36.68,0,58,12,E_low_priority_or_noisy,D_low,22,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,6,3,TRUE,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=30.31; dimensions=pop:0,maint:12,unity:100,scale:36.68,surface:0,relevance:58,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project
1280,the-hole,https://github.com/y-team6/the-hole,30.24,0,12,100,44.17,0,50,12,E_low_priority_or_noisy,D_low,22,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,7,8,TRUE,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=30.24; dimensions=pop:0,maint:12,unity:100,scale:44.17,surface:0,relevance:50,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project
1281,MRIExperience,https://github.com/J-Scan/MRIExperience,30.19,0,12,100,36.68,4.6,50,12,E_low_priority_or_noisy,D_low,26.1,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,6,3,TRUE,0,2,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=30.19; dimensions=pop:0,maint:12,unity:100,scale:36.68,surface:4.6,relevance:50,penalty:12; tier=E_low_priority_or_noisy","standard_unity_project; security-surface:file,dynamic"
1282,EloiStree/CodeAndQuestsEveryDay,https://github.com/EloiStree/CodeAndQuestsEveryDay,30.02,72.65,30,10,30,0,92,34,E_low_priority_or_noisy,D_low,42.11,33,4,1035,2023-09-27T19:54:25Z,393,missing_assets_or_projectsettings,FALSE,FALSE,FALSE,0,0,FALSE,56316,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,Regular research on the Quest for developers.,"cd, code, oculus, quest, rd, research, unity, vr",C#,,"composite=30.02; dimensions=pop:72.65,maint:30,unity:10,scale:30.0,surface:0,relevance:92,penalty:34; tier=E_low_priority_or_noisy",33 stars; pushed 1035d ago; missing_assets_or_projectsettings; game/app keywords
1283,CMP3754M-virtual-reality-assessment,https://github.com/laurencebrwn/CMP3754M-virtual-reality-assessment,29.92,0,12,100,41.72,0,50,12,E_low_priority_or_noisy,D_low,22,0,0,99999,,0,standard_unity_project,TRUE,FALSE,FALSE,8,4,TRUE,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=29.92; dimensions=pop:0,maint:12,unity:100,scale:41.72,surface:0,relevance:50,penalty:12; tier=E_low_priority_or_noisy",standard_unity_project
1284,BioMotionLab_TUX,https://github.com/BioMotionLab/TUX,29.87,0,12,58,27.18,61.4,50,28,E_low_priority_or_noisy,D_low,17.35,0,0,99999,,0,weak_unity_structure,FALSE,FALSE,FALSE,4,1,TRUE,0,27,0,17,0,0,10,0,FALSE,FALSE,FALSE,FALSE,,,,,"composite=29.87; dimensions=pop:0,maint:12,unity:58,scale:27.18,surface:61.4,relevance:50,penalty:28; tier=E_low_priority_or_noisy","weak_unity_structure; security-surface:file,dynamic"
