project_path,project_type,build_method,target_framework,unity_version,note,host_dotnet_version,host_msbuild_version,host_unity_version
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\1-element_at\1-element_at.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\10-delete_key_value\10-delete_key_value.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\100-jagged_array\100-jagged_array.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\11-multiply_by_2\11-multiply_by_2.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\12-print_sorted_dictionary\12-print_sorted_dictionary.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\13-best_score\13-best_score.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\14-rectangular_array\14-rectangular_array.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\15-square_matrix\15-square_matrix.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\2-replace_element\2-replace_element.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\3-print_array_reverse\3-print_array_reverse.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\4-print_list\4-print_list.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\5-max_integer\5-max_integer.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\6-divisible_by_2\6-divisible_by_2.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\7-delete_at\7-delete_at.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\8-number_keys\8-number_keys.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x02-csharp-arrays_lists_dictionaries\9-add_key_value\9-add_key_value.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x03-csharp-hashset_stack_queue_linkedlist\0-unique_add\0-unique_add.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x03-csharp-hashset_stack_queue_linkedlist\1-common_elements\1-common_elements.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x03-csharp-hashset_stack_queue_linkedlist\10-linkedlist_get_node\10-linkedlist_get_node.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x03-csharp-hashset_stack_queue_linkedlist\11-linkedlist_sum\11-linkedlist_sum.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x03-csharp-hashset_stack_queue_linkedlist\12-linkedlist_insert\12-linkedlist_insert.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x03-csharp-hashset_stack_queue_linkedlist\13-linkedlist_delete\13-linkedlist_delete.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x03-csharp-hashset_stack_queue_linkedlist\2-different_elements\2-different_elements.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x03-csharp-hashset_stack_queue_linkedlist\3-stack_push_pop\3-stack_push_pop.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x03-csharp-hashset_stack_queue_linkedlist\4-queue_enqueue_dequeue\4-queue_enqueue_dequeue.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x03-csharp-hashset_stack_queue_linkedlist\5-print_linkedlist\5-print_linkedlist.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x03-csharp-hashset_stack_queue_linkedlist\6-linkedlist_length\6-linkedlist_length.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x03-csharp-hashset_stack_queue_linkedlist\7-linkedlist_add\7-linkedlist_add.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x03-csharp-hashset_stack_queue_linkedlist\8-linkedlist_find\8-linkedlist_find.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x03-csharp-hashset_stack_queue_linkedlist\9-linkedlist_pop\9-linkedlist_pop.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x04-csharp-exceptions\0-safe_list_print\0-safe_list_print.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x04-csharp-exceptions\1-divide_print\1-divide_print.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x04-csharp-exceptions\2-divide_lists\2-divide_lists.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x04-csharp-exceptions\3-throw_exception\3-throw_exception.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x04-csharp-exceptions\4-throw_exception_msg\4-throw_exception_msg.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x05-csharp-structs_enums\0-dog\0-dog.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x05-csharp-structs_enums\1-dog\1-dog.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x05-csharp-structs_enums\2-dog\2-dog.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x05-csharp-structs_enums\3-dog\3-dog.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x06-csharp-classes\0-enemy\0-enemy.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x06-csharp-classes\1-enemy\1-enemy.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x06-csharp-classes\2-enemy\2-enemy.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x06-csharp-classes\3-enemy\3-enemy.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x06-csharp-classes\4-enemy\4-enemy.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x06-csharp-classes\5-enemy\5-enemy.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x07-csharp-tdd\0-add\MyMath.Tests\MyMath.Tests.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x07-csharp-tdd\0-add\MyMath\MyMath.csproj,dotnet_project,dotnet,netstandard2.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x07-csharp-tdd\1-divide\MyMath.Tests\MyMath.Tests.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x07-csharp-tdd\1-divide\MyMath\MyMath.csproj,dotnet_project,dotnet,netstandard2.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x07-csharp-tdd\2-max_int\MyMath.Tests\MyMath.Tests.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x07-csharp-tdd\2-max_int\MyMath\MyMath.csproj,dotnet_project,dotnet,netstandard2.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x07-csharp-tdd\3-palindrome\Text.Tests\Text.Tests.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x07-csharp-tdd\3-palindrome\Text\Text.csproj,dotnet_project,dotnet,netstandard2.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x07-csharp-tdd\4-unique\Text.Tests\Text.Tests.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x07-csharp-tdd\4-unique\Text\Text.csproj,dotnet_project,dotnet,netstandard2.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x07-csharp-tdd\5-camelcase\Text.Tests\Text.Tests.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x07-csharp-tdd\5-camelcase\Text\Text.csproj,dotnet_project,dotnet,netstandard2.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x08-csharp-inheritance\0-is\0-is.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x08-csharp-inheritance\1-instance\1-instance.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x08-csharp-inheritance\2-subclass\2-subclass.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x08-csharp-inheritance\3-type_get\3-type_get.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x08-csharp-inheritance\4-inherit\4-inherit.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x08-csharp-inheritance\5-shape\5-shape.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x08-csharp-inheritance\6-shape\6-shape.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x08-csharp-inheritance\7-shape\7-shape.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x08-csharp-inheritance\8-shape\8-shape.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x08-csharp-inheritance\9-shape\9-shape.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x09-csharp-linear_algebra\12-dot_product\12-dot_product.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x09-csharp-linear_algebra\14-matrix_addition\14-matrix_addition.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x09-csharp-linear_algebra\16-matrix_scalar_mul\16-matrix_scalar_mul.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x09-csharp-linear_algebra\18-matrix_matrix_mul\18-matrix_matrix_mul.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x09-csharp-linear_algebra\20-matrix_rotate_2D\20-matrix_rotate_2D.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x09-csharp-linear_algebra\24-matrix_shear_2D\24-matrix_shear_2D.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x09-csharp-linear_algebra\25-matrix_transpose\25-matrix_transpose.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x09-csharp-linear_algebra\28-determinant\28-determinant.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x09-csharp-linear_algebra\3-magnitude\3-magnitude.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x09-csharp-linear_algebra\30-cross_product\30-cross_product.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x09-csharp-linear_algebra\33-inverse_2D\33-inverse_2D.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x09-csharp-linear_algebra\6-vector_addition\6-vector_addition.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x09-csharp-linear_algebra\9-vector_scalar_mul\9-vector_scalar_mul.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0A-csharp-generics\0-queue\0-queue.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0A-csharp-generics\1-enqueue\1-enqueue.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0A-csharp-generics\2-dequeue\2-dequeue.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0A-csharp-generics\3-peek\3-peek.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0A-csharp-generics\4-print\4-print.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0A-csharp-generics\5-concatenate\5-concatenate.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0B-csharp-interfaces\0-abstract_thinking\0-abstract_thinking.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0B-csharp-interfaces\1-user_interface\1-user_interface.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0B-csharp-interfaces\2-doors\2-doors.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0B-csharp-interfaces\3-decorations\3-decorations.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0B-csharp-interfaces\4-keys\4-keys.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0B-csharp-interfaces\5-iterate_act\5-iterate_act.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0B-csharp-interfaces\6-generic_iteration\6-generic_iteration.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0C-csharp-delegates_events\0-universal_health\0-universal_health.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0C-csharp-delegates_events\1-damage_delegation\1-damage_delegation.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0C-csharp-delegates_events\2-validation\2-validation.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0C-csharp-delegates_events\3-modified_behavior\3-modified_behavior.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0C-csharp-delegates_events\4-check_yourself\4-check_yourself.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mateo-a_holbertonschool-csharp\0x0C-csharp-delegates_events\5-eventful\5-eventful.csproj,dotnet_project,dotnet,netcoreapp2.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\Math0424_SpaceEngineersVR\SpaceEngineersVR\SpaceEngineersVR.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\MatrikMoon_TournamentAssistant\TournamentAssistant\TournamentAssistant.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\MatrikMoon_TournamentAssistant\TournamentAssistantCore\TournamentAssistantCore.csproj,dotnet_project,dotnet,netcoreapp3.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\MatrikMoon_TournamentAssistant\TournamentAssistantShared\TournamentAssistantShared.csproj,dotnet_project,dotnet,netstandard2.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\MatrikMoon_TournamentAssistant\TournamentAssistantUI\TournamentAssistantUI.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\matryx_calcflow,unity,unity,,2018.2.21f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\MayouKurayami_KK_CyuVR\CyuVR\CyuVR.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\MayouKurayami_KK_SetParentVR\SetParentKK\SetParentKK.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mhwlng_fip-elite\EDEngineer\EDEngineer.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mhwlng_fip-elite\Elite\Elite.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mhwlng_fip-elite\EliteJournalReader\EliteJournalReader.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\mhwlng_fip-elite\ImportData\ImportData.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\microsoft_mixed-reality-extension-unity\MREUnityRuntimeLib\MREUnityRuntimeLib.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\microsoft_mixed-reality-extension-unity\tools\PostBuildTool\PostBuildTool\PostBuildTool.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\microsoft_MixedReality-WebRTC\examples\TestAppUwp\Microsoft.MixedReality.WebRTC.TestAppUWP.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\microsoft_MixedReality-WebRTC\examples\TestNetCoreConsole\TestNetCoreConsole.csproj,dotnet_project,dotnet,netcoreapp3.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\microsoft_MixedReality-WebRTC\examples\TestReceiveAV\TestReceiveAV.csproj,dotnet_project,dotnet,netcoreapp3.1,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\microsoft_MixedReality-WebRTC\libs\Microsoft.MixedReality.WebRTC\Microsoft.MixedReality.WebRTC.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\microsoft_MixedReality-WebRTC\tests\Microsoft.MixedReality.WebRTC.Tests\Microsoft.MixedReality.WebRTC.Tests.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\microsoft_MixedRealityToolkit-Unity,unity,unity,,2018.4.20f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\microsoft_MixedRealityToolkit-Unity\Assets\MRTK\Providers\WindowsMixedReality\Shared\DotNetAdapter\DotNetAdapter.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\microsoft_MixedRealityToolkit-Unity\scripts\packaging\NuGetRestoreProject.csproj,dotnet_project,dotnet,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\MinadukiSekina_VRCToolBox\VRCToolBox\VRCToolBox.csproj,dotnet_project,dotnet,net8.0-windows10.0.19041.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\monkog_3D-Virtual-Fitting-Room\KinectFittingRoom\KinectFittingRoom\KinectFittingRoom.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\monkog_3D-Virtual-Fitting-Room\KinectFittingRoom\KinectFittingRoom_UnitTests\KinectFittingRoom_UnitTests.csproj,dotnet_project,unknown,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\MoonMotionProject_MoonMotion,unity,unity,,2018.1.0f2,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\MozillaReality_FirefoxRealityPC\Source\FirefoxRealityUnity,unity,unity,,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\MPIB_arc-vr,unity,unity,,2020.2.2f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\myieye_cube-arena,unity,unity,,2018.1.6f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\nadir500_USN-VR-Unilateral-spatial-neglect-virtual-reality,unity,unity,,2018.4.17f1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\nadir500_USN-VR-Unilateral-spatial-neglect-virtual-reality\Serverbroadcaster,unity,unity,,2017.1.1p1,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\nicoco007_DynamicOpenVR\Source\DynamicOpenVR.BeatSaber\DynamicOpenVR.BeatSaber.csproj,dotnet_project,dotnet,net472,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\nicoco007_DynamicOpenVR\Source\DynamicOpenVR.IL2CPP\DynamicOpenVR.IL2CPP.csproj,dotnet_project,dotnet,net6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\nicoco007_DynamicOpenVR\Source\DynamicOpenVR.UntilYouFall\DynamicOpenVR.UntilYouFall.csproj,dotnet_project,dotnet,net6.0,,,9.0.302,Unknown,Unknown
E:\1_my_project\dataset\repos\nicoco007_DynamicOpenVR\Source\DynamicOpenVR\DynamicOpenVR.csproj,dotnet_project,dotnet,netstandard2.0,,,9.0.302,Unknown,Unknown
