project,loc,category,mechanism,api,owner,detail
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:84:14:84:22,Lifecycle-Driven State Flows,DecommissionOrApplication,OnDisable,NavMeshSurfaceEditor,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:65:29:65:74,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=m_AgentTypeID; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:66:33:66:82,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=m_BuildHeightMesh; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:67:24:67:64,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=m_Center; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:68:32:68:80,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=m_CollectObjects; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:69:29:69:74,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=m_DefaultArea; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:70:27:70:70,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=m_LayerMask; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:71:34:71:84,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=m_OverrideTileSize; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:72:35:72:86,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=m_OverrideVoxelSize; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:73:22:73:60,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=m_Size; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:74:26:74:68,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=m_TileSize; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:75:29:75:74,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=m_UseGeometry; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:76:27:76:70,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=m_VoxelSize; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:79:29:79:74,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=m_NavMeshData; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:121:21:121:64,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=EditCollider; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:159:29:159:146,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback= ; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:162:29:162:267,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=Voxel size controls how accurately the navigation mesh is generated from the level geometry. A good voxel size is 2-4 voxels per agent radius. Making voxel size smaller will increase build time.; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:179:25:179:128,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback= ; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:185:29:185:245,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,"callback=Tile size controls the how local the changes to the world are (rebuild or carve). Small tile size allows more local changes, while potentially generating more data overall.; target name unresolvable (UnityEngine types unavailable)"
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:229:25:229:91,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=Open Agent Settings...; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:257:21:257:45,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=Clear; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:263:21:263:44,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=Bake; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Editor/NavMeshSurfaceEditor.cs:291:21:291:71,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceEditor,callback=Cancel; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Scripts/NavMeshLink.cs:50:14:50:21,Lifecycle-Driven State Flows,Initialization,OnEnable,NavMeshLink,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Scripts/NavMeshLink.cs:57:14:57:22,Lifecycle-Driven State Flows,DecommissionOrApplication,OnDisable,NavMeshLink,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Scripts/NavMeshModifier.cs:34:14:34:21,Lifecycle-Driven State Flows,Initialization,OnEnable,NavMeshModifier,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Scripts/NavMeshModifier.cs:40:14:40:22,Lifecycle-Driven State Flows,DecommissionOrApplication,OnDisable,NavMeshModifier,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Scripts/NavMeshModifierVolume.cs:34:14:34:21,Lifecycle-Driven State Flows,Initialization,OnEnable,NavMeshModifierVolume,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Scripts/NavMeshModifierVolume.cs:40:14:40:22,Lifecycle-Driven State Flows,DecommissionOrApplication,OnDisable,NavMeshModifierVolume,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Scripts/NavMeshSurface.cs:94:14:94:21,Lifecycle-Driven State Flows,Initialization,OnEnable,NavMeshSurface,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/NavMeshComponents/Scripts/NavMeshSurface.cs:100:14:100:22,Lifecycle-Driven State Flows,DecommissionOrApplication,OnDisable,NavMeshSurface,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Tests/Editor/NavMeshSurfaceInPrefabTests.cs:769:9:769:42,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,NavMeshSurfaceInPrefabTests,callback=not implemented yet; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/NavMeshComponents-master/Assets/Tests/Editor/PrefabSavingUtil.cs:12:32:12:124,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PrefabSavingUtil,callback=SavePrefab; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/PlayerHealthTriggerVolume.cs:17:18:17:22,Lifecycle-Driven State Flows,Initialization,Start,PlayerHealthTriggerVolume,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/PlayerHealthTriggerVolume.cs:22:18:22:23,Lifecycle-Driven State Flows,GameLogic,Update,PlayerHealthTriggerVolume,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/PlayerHealthTriggerVolume.cs:81:17:81:30,Lifecycle-Driven State Flows,Physics,OnTriggerEnter,PlayerHealthTriggerVolume,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/PlayerHealthTriggerVolume.cs:28:13:28:29,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayerHealthTriggerVolume,callback=GAME END; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/PlayerHealthTriggerVolume.cs:60:17:60:59,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayerHealthTriggerVolume,callback=bugging out in spawning enumerator; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/PlayerHealthTriggerVolume.cs:64:9:64:31,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayerHealthTriggerVolume,callback=Spawning ended; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Demo/PlayerHealthTriggerVolume.cs:83:13:83:39,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayerHealthTriggerVolume,callback=enemy; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/FlowerCone/ConeVolumeHighlighter.cs:15:17:15:24,Lifecycle-Driven State Flows,Initialization,OnEnable,ConeVolumeHighlighter,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/FlowerCone/ConeVolumeHighlighter.cs:20:17:20:30,Lifecycle-Driven State Flows,Physics,OnTriggerEnter,ConeVolumeHighlighter,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/FlowerCone/ConeVolumeHighlighter.cs:29:17:29:29,Lifecycle-Driven State Flows,Physics,OnTriggerExit,ConeVolumeHighlighter,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/FlowerCone/GameGrid.cs:24:18:24:22,Lifecycle-Driven State Flows,Initialization,Start,GameGrid,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/FlowerCone/GameGrid.cs:27:13:27:63,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,GameGrid,callback=Poly; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/FlowerCone/GameGrid.cs:29:13:29:48,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,GameGrid,callback=setting a new grid position; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/FlowerCone/GameGrid.cs:57:13:57:81,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,GameGrid,callback=ERROR: Grid Cell Prefab on the grid is not assigned; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/FlowerCone/PassInteractablesToGrid.cs:27:18:27:25,Lifecycle-Driven State Flows,Initialization,OnEnable,PassInteractablesToGrid,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/FlowerCone/PassInteractablesToGrid.cs:166:18:166:23,Lifecycle-Driven State Flows,GameLogic,Update,PassInteractablesToGrid,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/FlowerCone/PassInteractablesToGrid.cs:45:17:45:59,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PassInteractablesToGrid,callback=GridInteractable; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/FlowerCone/PassInteractablesToGrid.cs:88:13:88:69,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PassInteractablesToGrid,callback=Editor Eco; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Gestures/GesturesCustomizationHandler.cs:40:22:40:26,Lifecycle-Driven State Flows,Initialization,Start,GesturesCustomizationHandler,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Gestures/GesturesCustomizationHandler.cs:49:22:49:27,Lifecycle-Driven State Flows,GameLogic,Update,GesturesCustomizationHandler,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Gestures/GesturesCustomizationHandler.cs:164:13:164:49,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,GesturesCustomizationHandler,callback=Switched to recording UI; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Gestures/GesturesCustomizationHandler.cs:181:13:181:55,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,GesturesCustomizationHandler,callback=Switched to after recording UI; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Gestures/GesturesCustomizationHandler.cs:266:13:266:37,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,GesturesCustomizationHandler,callback=Clicked PLAY; target name unresolvable (UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Gestures/PerformingGestureAction.cs:44:22:44:26,Lifecycle-Driven State Flows,Initialization,Start,PerformingGestureAction,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Gestures/PerformingGestureAction.cs:55:21:55:31,Lifecycle-Driven State Flows,Physics,FixedUpdate,PerformingGestureAction,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
vr_selection,vr_selection/Assets/Scripts/Gestures/PerformingGestureAction.cs:64:21:64:26,Lifecycle-Driven State Flows,GameLogic,Update,PerformingGestureAction,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
